Reason 1,Reason 2,Reason 3,Reason 4,Transportation Expense,Distance to Work,Age 1,Age 2,Age 3,Daily Work Load Average,Education,Children,Pets,Absenteeism Time in Hours,Month value,Day of the Week,Overweight,Obese
0,0,1,0,179,51,1,0,0,205.917,0,0,0,8,8,0,0,1
0,0,1,0,235,29,0,1,0,205.917,0,1,5,8,8,3,0,1
0,0,0,1,235,11,1,0,0,205.917,1,1,1,4,8,3,1,0
0,0,1,0,235,29,0,1,0,205.917,0,1,5,8,8,0,0,1
0,0,0,1,179,51,1,0,0,205.917,0,0,0,2,8,0,0,1
0,0,0,1,361,52,0,0,0,205.917,0,1,4,1,8,0,1,0
0,0,0,1,289,36,1,0,0,205.917,0,2,1,8,8,1,1,0
1,0,0,0,291,50,1,0,0,205.917,0,0,0,4,8,3,0,0
0,0,0,1,235,29,0,1,0,205.917,0,1,5,8,8,4,0,1
0,0,0,1,260,50,1,0,0,205.917,0,4,0,4,8,4,0,0
0,0,0,1,184,42,0,0,0,241.476,0,0,0,2,9,1,0,0
0,0,0,1,118,10,1,0,0,241.476,0,0,0,4,9,0,1,0
0,0,0,1,179,51,1,0,0,241.476,0,0,0,4,9,1,0,1
0,0,1,0,235,20,0,1,0,241.476,0,1,0,8,9,1,0,1
0,0,0,1,155,12,1,0,0,241.476,0,2,0,2,9,2,1,0
0,0,0,1,118,10,1,0,0,241.476,0,0,0,3,9,6,1,0
0,0,0,1,179,51,1,0,0,241.476,0,0,0,3,9,0,0,1
0,0,0,1,291,31,1,0,0,241.476,0,1,1,4,9,3,1,0
0,0,0,1,260,50,1,0,0,241.476,0,4,0,8,9,4,0,0
1,0,0,0,291,31,1,0,0,241.476,0,1,1,32,9,0,1,0
0,0,0,0,260,50,1,0,0,241.476,0,4,0,0,9,0,0,0
0,0,0,0,225,26,0,0,0,241.476,0,1,2,0,9,0,0,0
0,0,0,1,225,26,0,0,0,241.476,0,1,2,2,9,1,0,0
0,0,0,1,118,10,1,0,0,241.476,0,0,0,2,9,1,1,0
0,0,0,0,289,36,1,0,0,241.476,0,2,1,0,9,1,1,0
0,0,0,0,118,13,0,1,0,241.476,0,1,0,0,9,1,0,1
0,0,1,0,225,26,0,0,0,241.476,0,1,2,3,9,2,0,0
0,0,0,1,179,51,1,0,0,241.476,0,0,0,3,9,2,0,1
0,0,0,0,369,17,1,0,0,241.476,0,3,0,0,9,2,1,0
0,0,0,1,248,25,0,1,0,241.476,0,2,1,1,9,4,0,1
0,0,0,1,179,51,1,0,0,241.476,0,0,0,3,9,4,0,1
0,0,0,1,260,50,1,0,0,241.476,0,4,0,4,9,4,0,0
0,0,0,1,179,51,1,0,0,253.465,0,0,0,3,10,1,0,1
0,0,0,1,118,10,1,0,0,253.465,0,0,0,3,10,1,1,0
0,0,0,0,118,13,0,1,0,253.465,0,1,0,0,10,2,0,1
0,0,0,1,179,26,0,0,0,253.465,1,0,0,1,10,3,0,0
0,0,0,1,179,51,1,0,0,253.465,0,0,0,3,10,4,0,1
0,0,0,1,225,26,0,0,0,253.465,0,1,2,3,10,4,0,0
0,0,0,1,118,10,1,0,0,253.465,0,0,0,3,10,1,1,0
0,0,0,1,225,26,0,0,0,253.465,0,1,2,2,10,2,0,0
0,0,0,1,248,25,0,1,0,253.465,0,2,1,2,10,2,0,1
0,0,0,1,291,31,1,0,0,253.465,0,1,1,5,10,3,1,0
0,0,0,1,179,51,1,0,0,253.465,0,0,0,8,10,2,0,1
0,0,0,1,225,26,0,0,0,253.465,0,1,2,3,10,2,0,0
0,0,1,0,260,50,1,0,0,253.465,0,4,0,16,10,3,0,0
1,0,0,0,291,31,1,0,0,253.465,0,1,1,8,10,1,1,0
0,0,0,1,225,26,0,0,0,253.465,0,1,2,2,10,1,0,0
0,0,0,1,289,36,1,0,0,253.465,0,2,1,8,10,2,1,0
0,0,0,1,361,52,0,0,0,253.465,0,1,4,1,10,4,1,0
0,0,0,1,260,50,1,0,0,253.465,0,4,0,3,10,4,0,0
0,0,0,1,179,51,1,0,0,306.345,0,0,0,1,11,3,0,1
0,0,0,1,225,26,0,0,0,306.345,0,1,2,1,11,2,0,0
1,0,0,0,179,51,1,0,0,306.345,0,0,0,8,11,3,0,1
0,0,1,0,179,22,1,0,0,306.345,1,2,0,8,11,3,0,0
0,0,0,1,291,31,1,0,0,306.345,0,1,1,5,11,3,1,0
1,0,0,0,155,12,1,0,0,306.345,0,2,0,32,11,0,1,0
0,0,0,1,189,29,1,0,0,306.345,0,2,2,8,11,0,1,0
1,0,0,0,291,31,1,0,0,306.345,0,1,1,40,11,0,1,0
0,0,0,1,225,26,0,0,0,306.345,0,1,2,1,11,2,0,0
1,0,0,0,155,12,1,0,0,306.345,0,2,0,8,11,4,1,0
0,0,0,1,225,26,0,0,0,306.345,0,1,2,3,11,2,0,0
0,0,1,0,179,22,1,0,0,306.345,1,2,0,8,11,2,0,0
1,0,0,0,225,26,0,0,0,306.345,0,1,2,3,11,4,0,0
0,0,0,1,260,50,1,0,0,306.345,0,4,0,4,11,4,0,0
0,0,0,1,248,25,0,1,0,306.345,0,2,1,1,11,0,0,1
0,0,0,1,225,26,0,0,0,306.345,0,1,2,3,11,1,0,0
1,0,0,0,289,36,1,0,0,306.345,0,2,1,24,11,2,1,0
0,0,0,1,291,31,1,0,0,306.345,0,1,1,3,11,3,1,0
0,0,0,1,248,25,0,1,0,261.306,0,2,1,1,12,1,0,1
0,0,1,0,118,10,1,0,0,261.306,0,0,0,64,12,1,1,0
0,0,0,1,118,13,0,1,0,261.306,0,1,0,2,12,2,0,1
0,0,0,1,235,11,1,0,0,261.306,1,1,1,8,12,2,1,0
0,0,0,1,225,26,0,0,0,261.306,0,1,2,2,12,3,0,0
0,0,0,1,260,50,1,0,0,261.306,0,4,0,8,12,4,0,0
0,0,1,0,118,10,1,0,0,261.306,0,0,0,56,12,1,1,0
0,0,0,1,361,52,0,0,0,261.306,0,1,4,8,12,2,1,0
0,0,0,1,225,26,0,0,0,261.306,0,1,2,3,12,3,0,0
0,0,0,1,260,50,1,0,0,261.306,0,4,0,3,12,4,0,0
0,0,0,1,225,26,0,0,0,261.306,0,1,2,2,12,1,0,0
0,0,0,1,361,52,0,0,0,261.306,0,1,4,8,12,2,1,0
0,0,0,1,118,10,1,0,0,261.306,0,0,0,2,12,4,1,0
0,0,1,0,246,25,0,1,0,261.306,0,0,0,8,12,4,0,0
0,0,0,1,225,26,0,0,0,261.306,0,1,2,2,12,4,0,0
0,0,0,1,225,26,0,0,0,308.593,0,1,2,1,1,2,0,0
0,0,1,0,118,10,1,0,0,308.593,0,0,0,1,1,0,1,0
0,0,0,1,118,10,1,0,0,308.593,0,0,0,1,1,1,1,0
0,0,1,0,155,12,1,0,0,308.593,0,2,0,8,1,1,1,0
0,0,0,1,225,26,0,0,0,308.593,0,1,2,2,1,2,0,0
0,0,0,1,184,42,0,0,0,308.593,0,0,0,2,1,3,0,0
0,0,0,1,225,26,0,0,0,308.593,0,1,2,2,1,3,0,0
0,0,0,1,225,26,0,0,0,308.593,0,1,2,1,1,4,0,0
0,0,0,1,118,10,1,0,0,308.593,0,0,0,2,1,0,1,0
0,0,0,1,225,26,0,0,0,308.593,0,1,2,2,1,1,0,0
0,0,0,1,118,10,1,0,0,308.593,0,0,0,2,1,1,1,0
0,0,0,1,118,10,1,0,0,308.593,0,0,0,2,1,2,1,0
0,0,0,1,118,10,1,0,0,308.593,0,0,0,2,1,3,1,0
0,0,0,1,118,10,1,0,0,308.593,0,0,0,2,1,4,1,0
0,0,0,1,118,10,1,0,0,308.593,0,0,0,2,1,0,1,0
0,0,0,1,118,10,1,0,0,308.593,0,0,0,2,1,1,1,0
0,0,1,0,179,26,0,0,0,308.593,1,0,0,8,1,1,0,0
0,0,1,0,289,36,1,0,0,308.593,0,2,1,8,1,1,1,0
0,0,0,1,118,10,1,0,0,308.593,0,0,0,2,1,2,1,0
0,0,0,1,184,42,0,0,0,308.593,0,0,0,2,1,3,0,0
0,0,0,1,118,10,1,0,0,308.593,0,0,0,2,1,3,1,0
0,0,0,1,118,10,1,0,0,308.593,0,0,0,0,1,0,1,0
0,0,0,1,225,26,0,0,0,308.593,0,1,2,1,1,1,0,0
0,0,0,1,289,36,1,0,0,308.593,0,2,1,3,1,3,1,0
0,0,0,1,184,42,0,0,0,302.585,0,0,0,1,2,4,0,0
1,0,0,0,246,25,0,1,0,302.585,0,0,0,8,2,2,0,0
1,0,0,0,179,51,1,0,0,302.585,0,0,0,8,2,2,0,1
0,0,0,1,155,12,1,0,0,302.585,0,2,0,2,2,3,1,0
0,0,0,1,189,29,1,0,0,302.585,0,2,2,8,2,3,1,0
0,0,0,1,260,50,1,0,0,302.585,0,4,0,2,2,4,0,0
0,0,0,1,289,36,1,0,0,302.585,0,2,1,8,2,4,1,0
1,0,0,0,388,15,0,1,0,302.585,0,0,0,8,2,0,0,0
1,0,0,0,388,15,0,1,0,302.585,0,0,0,8,2,1,0,0
0,0,0,1,225,26,0,0,0,302.585,0,1,2,2,2,0,0,0
0,0,0,1,225,26,0,0,0,302.585,0,1,2,2,2,1,0,0
0,0,0,1,179,26,0,0,0,302.585,1,0,0,1,2,1,0,0
0,0,0,1,184,42,0,0,0,302.585,0,0,0,8,2,1,0,0
0,0,0,1,225,26,0,0,0,302.585,0,1,2,3,2,3,0,0
0,0,1,0,330,16,0,0,0,302.585,1,0,0,8,2,0,1,0
0,0,0,1,330,16,0,0,0,302.585,1,0,0,1,2,1,1,0
0,0,0,1,225,26,0,0,0,302.585,0,1,2,1,2,2,0,0
0,0,1,0,189,29,1,0,0,302.585,0,2,2,8,2,3,1,0
0,0,0,1,291,50,1,0,0,343.25300000000004,0,0,0,2,3,1,0,0
0,0,1,0,260,50,1,0,0,343.25300000000004,0,4,0,8,3,1,0,0
0,0,1,0,157,27,0,0,0,343.25300000000004,0,0,0,3,3,1,0,0
0,1,0,0,179,22,1,0,0,343.25300000000004,1,2,0,8,3,1,0,0
0,0,0,1,291,31,1,0,0,343.25300000000004,0,1,1,8,3,2,1,0
1,0,0,0,260,50,1,0,0,343.25300000000004,0,4,0,8,3,2,0,0
1,0,0,0,179,26,0,0,0,343.25300000000004,1,0,0,8,3,3,0,0
1,0,0,0,248,25,0,1,0,343.25300000000004,0,2,1,3,3,4,0,1
1,0,0,0,260,50,1,0,0,343.25300000000004,0,4,0,40,3,4,0,0
1,0,0,0,179,22,1,0,0,343.25300000000004,1,2,0,40,3,0,0,0
1,0,0,0,155,12,1,0,0,343.25300000000004,0,2,0,16,3,0,1,0
0,0,0,1,260,50,1,0,0,343.25300000000004,0,4,0,16,3,0,0,0
1,0,0,0,155,12,1,0,0,343.25300000000004,0,2,0,8,3,1,1,0
1,0,0,0,289,36,1,0,0,343.25300000000004,0,2,1,8,3,3,1,0
1,0,0,0,179,22,1,0,0,343.25300000000004,1,2,0,8,3,3,0,0
0,0,0,1,260,50,1,0,0,343.25300000000004,0,4,0,4,3,4,0,0
0,0,0,1,225,26,0,0,0,343.25300000000004,0,1,2,1,3,4,0,0
1,0,0,0,279,5,1,0,0,343.25300000000004,0,2,0,8,3,0,0,0
1,0,0,0,179,51,1,0,0,343.25300000000004,0,0,0,24,3,1,0,1
0,0,0,1,225,26,0,0,0,343.25300000000004,0,1,2,2,3,2,0,0
1,0,0,0,225,26,0,0,0,343.25300000000004,0,1,2,8,3,0,0,0
1,0,0,0,179,26,0,0,0,343.25300000000004,1,0,0,1,3,0,0,0
1,0,0,0,225,26,0,0,0,343.25300000000004,0,1,2,8,3,1,0,0
1,0,0,0,225,26,0,0,0,343.25300000000004,0,1,2,16,3,2,0,0
1,0,0,0,179,51,1,0,0,343.25300000000004,0,0,0,3,3,2,0,1
1,0,0,0,279,5,1,0,0,343.25300000000004,0,2,0,16,3,3,0,0
0,0,0,1,225,26,0,0,0,343.25300000000004,0,1,2,2,3,4,0,0
1,0,0,0,248,25,0,1,0,343.25300000000004,0,2,1,3,3,4,0,1
0,0,0,1,225,26,0,0,0,343.25300000000004,0,1,2,1,3,0,0,0
0,0,0,1,291,31,1,0,0,326.452,0,1,1,1,4,2,1,0
0,0,0,1,225,26,0,0,0,326.452,0,1,2,1,4,2,0,0
0,0,0,1,155,12,1,0,0,326.452,0,2,0,1,4,1,1,0
1,0,0,0,246,25,0,1,0,326.452,0,0,0,24,4,2,0,0
0,0,0,1,155,12,1,0,0,326.452,0,2,0,1,4,3,1,0
0,0,0,1,225,26,0,0,0,326.452,0,1,2,2,4,4,0,0
0,0,0,1,260,50,1,0,0,326.452,0,4,0,4,4,4,0,0
1,0,0,0,179,51,1,0,0,326.452,0,0,0,24,4,2,0,1
0,0,0,1,118,13,0,1,0,326.452,0,1,0,1,4,3,0,1
0,0,0,1,291,31,1,0,0,326.452,0,1,1,3,4,4,1,0
1,0,0,0,246,25,0,1,0,326.452,0,0,0,8,4,4,0,0
0,0,0,1,291,31,1,0,0,326.452,0,1,1,1,4,4,1,0
0,0,0,1,248,25,0,1,0,326.452,0,2,1,8,4,4,0,1
0,0,1,0,260,50,1,0,0,326.452,0,4,0,56,4,4,0,0
0,0,1,0,289,36,1,0,0,326.452,0,2,1,8,4,1,1,0
1,0,0,0,155,12,1,0,0,326.452,0,2,0,24,4,2,1,0
0,0,1,0,378,49,1,0,0,326.452,0,2,4,8,4,2,0,0
1,0,0,0,289,36,1,0,0,326.452,0,2,1,16,4,3,1,0
1,0,0,0,235,11,1,0,0,326.452,1,1,1,3,4,4,1,0
0,0,0,0,235,29,0,1,0,326.452,0,1,5,0,4,0,0,1
1,0,0,0,289,36,1,0,0,378.884,0,2,1,8,5,2,1,0
0,0,0,1,155,12,1,0,0,378.884,0,2,0,2,5,3,1,0
0,0,0,1,155,12,1,0,0,378.884,0,2,0,1,5,0,1,0
0,0,1,0,179,51,1,0,0,378.884,0,0,0,8,5,1,0,1
0,0,1,0,225,26,0,0,0,378.884,0,1,2,8,5,1,0,0
1,0,0,0,184,42,0,0,0,378.884,0,0,0,4,5,2,0,0
0,0,0,1,155,12,1,0,0,378.884,0,2,0,2,5,0,1,0
1,0,0,0,179,51,1,0,0,378.884,0,0,0,1,5,1,0,1
1,0,0,0,289,36,1,0,0,378.884,0,2,1,24,5,2,1,0
0,0,0,0,279,5,1,0,0,378.884,0,2,0,0,5,2,0,0
0,0,0,0,330,16,0,0,0,378.884,1,0,0,0,5,2,1,0
0,0,0,0,378,49,1,0,0,378.884,0,2,4,0,5,2,0,0
0,0,0,0,388,15,0,1,0,378.884,0,0,0,0,5,2,0,0
1,0,0,0,179,51,1,0,0,378.884,0,0,0,1,5,1,0,1
1,0,0,0,118,13,0,1,0,378.884,0,1,0,24,5,2,0,1
0,0,0,1,361,52,0,0,0,378.884,0,1,4,8,5,4,1,0
0,0,1,0,246,25,0,1,0,377.55,0,0,0,8,6,0,0,0
0,0,0,1,361,52,0,0,0,377.55,0,1,4,8,6,0,1,0
1,0,0,0,246,25,0,1,0,377.55,0,0,0,24,6,1,0,0
0,0,0,1,291,31,1,0,0,377.55,0,1,1,4,6,3,1,0
1,0,0,0,246,25,0,1,0,377.55,0,0,0,8,6,4,0,0
1,0,0,0,179,51,1,0,0,377.55,0,0,0,8,6,0,0,1
0,0,0,1,155,12,1,0,0,377.55,0,2,0,4,6,0,1,0
1,0,0,0,246,25,0,1,0,377.55,0,0,0,8,6,0,0,0
1,0,0,0,118,13,0,1,0,377.55,0,1,0,8,6,2,0,1
1,0,0,0,235,11,1,0,0,377.55,1,1,1,16,6,4,1,0
0,0,0,1,118,13,0,1,0,377.55,0,1,0,1,6,1,0,1
1,0,0,0,118,13,0,1,0,377.55,0,1,0,80,6,2,0,1
0,0,0,1,378,49,1,0,0,377.55,0,2,4,8,6,3,0,0
1,0,0,0,179,51,1,0,0,377.55,0,0,0,2,6,4,0,1
0,0,0,1,289,48,0,1,0,377.55,0,0,2,2,6,0,0,1
0,0,0,1,225,26,0,0,0,377.55,0,1,2,2,6,3,0,0
0,0,1,0,155,12,1,0,0,275.312,0,2,0,16,7,1,1,0
1,0,0,0,118,13,0,1,0,275.312,0,1,0,8,7,2,0,1
1,0,0,0,118,10,1,0,0,275.312,0,0,0,8,7,4,1,0
0,0,0,1,118,10,1,0,0,275.312,0,0,0,4,7,4,1,0
0,0,0,1,330,16,0,0,0,275.312,1,0,0,8,7,1,1,0
0,0,1,0,179,26,0,0,0,275.312,1,0,0,8,7,3,0,0
0,0,0,1,155,12,1,0,0,275.312,0,2,0,2,7,4,1,0
1,0,0,0,330,16,0,0,0,275.312,1,0,0,8,7,0,1,0
1,0,0,0,330,16,0,0,0,275.312,1,0,0,8,7,1,1,0
0,0,0,1,157,27,0,0,0,275.312,0,0,0,3,7,0,0,0
0,0,0,1,361,52,0,0,0,275.312,0,1,4,8,7,1,1,0
0,0,0,1,289,36,1,0,0,275.312,0,2,1,8,7,2,1,0
0,0,0,1,179,51,1,0,0,275.312,0,0,0,8,7,3,0,1
0,0,1,0,289,36,1,0,0,275.312,0,2,1,32,7,0,1,0
0,0,1,0,289,36,1,0,0,275.312,0,2,1,8,7,3,1,0
0,0,0,0,260,50,1,0,0,275.312,0,4,0,0,7,3,0,0
0,0,1,0,289,36,1,0,0,265.615,0,2,1,8,8,3,1,0
0,0,1,0,157,27,0,0,0,265.615,0,0,0,3,8,3,0,0
0,0,0,1,289,36,1,0,0,265.615,0,2,1,1,8,6,1,0
0,0,1,0,228,14,0,0,1,265.615,0,2,1,8,8,0,0,0
1,0,0,0,300,26,0,1,0,265.615,0,2,1,1,8,2,1,0
1,0,0,0,300,26,0,1,0,265.615,0,2,1,2,8,2,1,0
0,0,0,1,260,50,1,0,0,265.615,0,4,0,4,8,3,0,0
0,0,0,1,289,36,1,0,0,265.615,0,2,1,4,8,0,1,0
0,0,0,1,248,25,0,1,0,265.615,0,2,1,1,8,1,0,1
1,0,0,0,268,11,1,0,0,265.615,1,0,0,8,8,2,1,0
0,0,0,1,179,26,0,0,0,265.615,1,0,0,1,8,2,0,0
1,0,0,0,118,13,0,1,0,265.615,0,1,0,3,8,2,0,1
0,0,0,1,248,25,0,1,0,265.615,0,2,1,2,8,6,0,1
0,0,0,1,235,11,1,0,0,265.615,1,1,1,1,8,0,1,0
0,0,0,1,118,13,0,1,0,265.615,0,1,0,1,8,2,0,1
0,0,1,0,235,11,1,0,0,265.615,1,1,1,8,8,2,1,0
1,0,0,0,361,52,0,0,0,265.615,0,1,4,8,8,0,1,0
1,0,0,0,184,42,0,0,0,265.615,0,0,0,8,8,1,0,0
1,0,0,0,179,51,1,0,0,294.217,0,0,0,8,9,0,0,1
0,0,0,1,179,51,1,0,0,294.217,0,0,0,3,9,4,0,1
0,0,1,0,289,36,1,0,0,294.217,0,2,1,24,9,2,1,0
0,0,0,0,235,20,0,1,0,294.217,0,1,0,0,9,3,0,1
1,0,0,0,246,25,0,1,0,294.217,0,0,0,16,9,0,0,0
0,0,0,1,291,31,1,0,0,294.217,0,1,1,3,9,1,1,0
0,0,0,0,231,35,1,0,0,294.217,0,2,2,0,9,1,0,1
0,0,0,0,291,50,1,0,0,294.217,0,0,0,0,9,1,0,0
1,0,0,0,179,51,1,0,0,294.217,0,0,0,8,9,2,0,1
1,0,0,0,246,25,0,1,0,294.217,0,0,0,32,9,2,0,0
0,0,0,1,179,51,1,0,0,294.217,0,0,0,1,9,3,0,1
0,0,0,1,291,31,1,0,0,294.217,0,1,1,4,9,4,1,0
0,0,0,1,260,50,1,0,0,294.217,0,4,0,4,9,4,0,0
0,0,0,1,235,20,0,1,0,294.217,0,1,0,8,9,2,0,1
0,0,0,1,118,13,0,1,0,294.217,0,1,0,1,9,3,0,1
0,0,0,0,235,20,0,1,0,294.217,0,1,0,0,9,3,0,1
0,0,0,1,291,31,1,0,0,294.217,0,1,1,3,9,4,1,0
1,0,0,0,291,31,1,0,0,294.217,0,1,1,40,9,0,1,0
1,0,0,0,179,51,1,0,0,294.217,0,0,0,8,9,0,0,1
0,0,0,1,289,36,1,0,0,265.017,0,2,1,8,10,2,1,0
0,0,0,1,235,11,1,0,0,265.017,1,1,1,4,10,2,1,0
0,0,0,1,289,36,1,0,0,265.017,0,2,1,8,10,2,1,0
0,0,0,1,289,36,1,0,0,265.017,0,2,1,8,10,3,1,0
0,0,0,0,118,13,0,1,0,265.017,0,1,0,0,10,3,0,1
0,0,0,0,248,25,0,1,0,265.017,0,2,1,0,10,3,0,1
1,0,0,0,179,26,0,0,0,265.017,1,0,0,8,10,2,0,0
1,0,0,0,118,10,1,0,0,265.017,0,0,0,3,10,2,1,0
0,0,0,1,369,17,1,0,0,265.017,0,3,0,8,10,2,1,0
0,0,0,1,179,51,1,0,0,265.017,0,0,0,1,10,4,0,1
1,0,0,0,179,26,0,0,0,265.017,1,0,0,64,10,4,0,0
0,0,0,0,235,20,0,1,0,265.017,0,1,0,0,10,4,0,1
0,0,1,0,289,36,1,0,0,265.017,0,2,1,16,10,5,1,0
0,0,0,1,260,50,1,0,0,265.017,0,4,0,3,10,6,0,0
0,0,0,0,235,20,0,1,0,265.017,0,1,0,0,10,6,0,1
0,0,0,1,235,20,0,1,0,265.017,0,1,0,2,10,2,0,1
0,0,0,1,235,20,0,1,0,265.017,0,1,0,2,10,2,0,1
0,0,0,1,118,13,0,1,0,265.017,0,1,0,1,10,3,0,1
0,0,0,1,291,31,1,0,0,265.017,0,1,1,4,10,3,1,0
0,0,0,1,179,26,0,0,0,265.017,1,0,0,16,10,5,0,0
0,0,0,1,118,13,0,1,0,265.017,0,1,0,1,10,5,0,1
1,0,0,0,361,52,0,0,0,265.017,0,1,4,8,10,2,1,0
0,0,0,0,260,50,1,0,0,265.017,0,4,0,0,10,3,0,0
0,0,0,0,291,31,1,0,0,265.017,0,1,1,0,10,3,1,0
0,0,0,0,157,27,0,0,0,265.017,0,0,0,0,10,3,0,0
1,0,0,0,179,26,0,0,0,265.017,1,0,0,5,10,4,0,0
1,0,0,0,179,26,0,0,0,265.017,1,0,0,5,10,4,0,0
0,0,0,1,118,13,0,1,0,265.017,0,1,0,1,10,5,0,1
1,0,0,0,118,10,1,0,0,284.031,0,0,0,8,11,0,1,0
0,0,0,1,248,25,0,1,0,284.031,0,2,1,2,11,0,0,1
1,0,0,0,179,51,1,0,0,284.031,0,0,0,8,11,1,0,1
0,0,0,1,260,50,1,0,0,284.031,0,4,0,3,11,4,0,0
0,0,0,1,291,31,1,0,0,284.031,0,1,1,1,11,0,1,0
1,0,0,0,378,49,1,0,0,284.031,0,2,4,8,11,0,0,0
1,0,0,0,155,12,1,0,0,284.031,0,2,0,120,11,0,1,0
0,0,0,1,235,20,0,1,0,284.031,0,1,0,8,11,0,0,1
0,0,0,0,330,16,0,0,0,284.031,1,0,0,0,11,1,1,0
0,0,1,0,235,11,1,0,0,284.031,1,1,1,1,11,2,1,0
1,0,0,0,118,10,1,0,0,284.031,0,0,0,3,11,2,1,0
0,0,0,1,235,11,1,0,0,284.031,1,1,1,2,11,3,1,0
0,0,0,1,179,51,1,0,0,284.031,0,0,0,3,11,3,0,1
1,0,0,0,246,25,0,1,0,284.031,0,0,0,8,11,4,0,0
1,0,0,0,291,31,1,0,0,284.031,0,1,1,4,11,4,1,0
1,0,0,0,246,25,0,1,0,284.031,0,0,0,8,11,0,0,0
0,0,0,1,179,51,1,0,0,284.031,0,0,0,1,11,1,0,1
1,0,0,0,260,50,1,0,0,284.031,0,4,0,8,11,2,0,0
0,1,0,0,260,50,1,0,0,284.031,0,4,0,8,11,4,0,0
0,0,0,0,378,49,1,0,0,284.031,0,2,4,0,11,4,0,0
0,0,0,0,279,5,1,0,0,284.031,0,2,0,0,11,1,0,0
0,0,0,1,179,51,1,0,0,284.031,0,0,0,1,11,3,0,1
1,0,0,0,225,26,0,0,0,236.62900000000002,0,1,2,3,12,0,0,0
0,0,0,1,179,51,1,0,0,236.62900000000002,0,0,0,2,12,0,0,1
0,0,0,1,179,51,1,0,0,236.62900000000002,0,0,0,1,12,0,0,1
0,0,0,1,235,11,1,0,0,236.62900000000002,1,1,1,3,12,0,1,0
0,0,0,1,118,13,0,1,0,236.62900000000002,0,1,0,1,12,1,0,1
0,0,0,1,260,50,1,0,0,236.62900000000002,0,4,0,4,12,4,0,0
1,0,0,0,246,25,0,1,0,236.62900000000002,0,0,0,8,12,3,0,0
0,0,0,1,179,51,1,0,0,236.62900000000002,0,0,0,1,12,3,0,1
0,0,0,1,179,51,1,0,0,236.62900000000002,0,0,0,1,12,4,0,1
0,0,0,1,179,26,0,0,0,236.62900000000002,1,0,0,1,12,1,0,0
0,0,0,1,118,10,1,0,0,236.62900000000002,0,0,0,8,12,1,1,0
0,0,0,1,235,11,1,0,0,236.62900000000002,1,1,1,2,12,3,1,0
0,0,0,1,179,51,1,0,0,236.62900000000002,0,0,0,1,12,4,0,1
1,0,0,0,235,20,0,1,0,236.62900000000002,0,1,0,8,12,1,0,1
1,0,0,0,235,11,1,0,0,236.62900000000002,1,1,1,4,12,1,1,0
0,0,0,1,260,50,1,0,0,236.62900000000002,0,4,0,8,12,2,0,0
0,0,0,1,157,27,0,0,0,236.62900000000002,0,0,0,2,12,0,0,0
0,0,0,1,179,51,1,0,0,236.62900000000002,0,0,0,3,12,0,0,1
